sample_key, instrument
028503_7680, bass
028508_268800, saxophone
028534_107520, synthesizer
028543_641280, accordion
028556_153600, flute
028572_253440, voice
028582_399360, bass
028592_88320, ukulele
028598_38400, saxophone
028600_72960, saxophone
028602_330240, saxophone
028683_149760, organ
028721_19200, cymbals
028727_34560, mallet_percussion
028729_138240, bass
028732_453120, flute
028733_38400, flute
028783_153600, cymbals
028786_334080, saxophone
028794_84480, trumpet
028795_34560, drums
028803_138240, voice
028806_207360, mallet_percussion
028814_119040, cello
028827_142080, accordion
028836_433920, drums
028838_111360, bass
028865_46080, mallet_percussion
028872_72960, ukulele
028873_153600, flute
028874_192000, mallet_percussion
028875_126720, flute
028877_157440, flute
028891_61440, ukulele
028905_26880, mallet_percussion
028914_111360, banjo
028916_88320, cello
029046_249600, trombone
029058_49920, drums
029059_49920, banjo
029135_103680, flute
029154_19200, bass
029156_168960, organ
029165_145920, bass
029186_80640, organ
029190_46080, flute
029210_3840, voice
029249_3840, trombone
029269_142080, banjo
029297_322560, organ
029299_111360, bass
029310_291840, voice
029337_199680, organ
029347_261120, flute
029363_38400, trombone
029365_11520, drums
029370_176640, drums
029378_238080, ukulele
029383_88320, ukulele
029385_57600, bass
029388_80640, saxophone
029390_449280, mandolin
029391_115200, organ
029393_145920, trombone
029403_134400, mandolin
029426_57600, banjo
029439_172800, accordion
029440_556800, accordion
029454_138240, bass
029466_11520, clarinet
029496_26880, cymbals
029510_207360, trombone
029511_184320, flute
029514_7680, cymbals
029525_422400, organ
029526_261120, mallet_percussion
029541_49920, violin
029593_49920, accordion
029610_72960, synthesizer
029647_241920, synthesizer
029655_353280, cello
029656_92160, trombone
029657_69120, mallet_percussion
029663_7680, mandolin
029708_234240, organ
029723_533760, cymbals
029730_19200, cymbals
029739_57600, banjo
029755_299520, banjo
029771_364800, synthesizer
029779_42240, mandolin
029781_130560, mandolin
029789_0, cello
029791_357120, synthesizer
029798_49920, organ
029801_990720, cello
029818_180480, voice
029832_3840, synthesizer
029898_126720, mandolin
029912_545280, cello
029939_46080, drums
029968_130560, saxophone
029972_65280, violin
029975_180480, bass
030028_99840, accordion
030029_241920, accordion
030040_0, bass
030053_161280, synthesizer
030063_76800, piano
030100_42240, bass
030120_38400, mallet_percussion
030124_195840, cymbals
030126_188160, mallet_percussion
030129_142080, mallet_percussion
030154_341760, voice
030167_65280, cello
030195_0, cymbals
030258_168960, synthesizer
030261_3840, ukulele
030292_46080, banjo
030299_341760, cymbals
030328_19200, synthesizer
030330_53760, bass
030342_42240, ukulele
030348_288000, accordion
030349_284160, voice
030386_76800, piano
030389_30720, piano
030395_19200, piano
030417_80640, mallet_percussion
030458_84480, flute
030460_326400, banjo
030465_683520, cello
030467_15360, bass
030517_53760, ukulele
030604_61440, organ
030609_65280, trombone
030612_103680, cello
030618_99840, voice
030638_130560, clarinet
030644_349440, bass
030649_161280, banjo
030665_11520, bass
030680_506880, organ
030683_433920, piano
030684_234240, bass
030689_153600, mallet_percussion
030694_80640, drums
030701_318720, cymbals
030707_311040, bass
030708_456960, mallet_percussion
030711_284160, cymbals
030724_215040, mandolin
030820_1731840, mallet_percussion
030902_26880, synthesizer
030921_96000, violin
030922_126720, drums
030977_34560, flute
031026_53760, flute
031057_157440, drums
031166_142080, violin
031202_26880, flute
031209_61440, ukulele
031224_99840, flute
031227_99840, ukulele
031230_92160, saxophone
031234_26880, piano
031235_19200, piano
031237_19200, piano
031241_153600, piano
031249_238080, piano
031269_288000, cymbals
031320_23040, saxophone
031339_26880, accordion
031354_69120, saxophone
031355_660480, saxophone
031378_134400, accordion
031465_318720, accordion
031469_614400, drums
031475_115200, mallet_percussion
031476_111360, saxophone
031482_226560, saxophone
031552_702720, flute
031570_84480, mallet_percussion
031572_165120, drums
031573_207360, accordion
031575_288000, mallet_percussion
031607_184320, guitar
031641_257280, bass
031675_138240, voice
031683_230400, flute
031694_72960, piano
031706_65280, mandolin
031709_3840, trumpet
031710_69120, mandolin
031711_46080, accordion
031724_61440, ukulele
031727_23040, flute
031731_119040, mallet_percussion
031747_61440, organ
031750_115200, piano
031756_695040, organ
031761_295680, flute
031762_944640, accordion
031764_495360, bass
031768_34560, banjo
031774_587520, accordion
031779_96000, drums
031782_19200, mandolin
031783_84480, clarinet
031800_3840, clarinet
031819_721920, mallet_percussion
031820_322560, mallet_percussion
031822_3840, flute
031823_61440, flute
031826_602880, trumpet
031860_138240, organ
031862_138240, guitar
031867_230400, ukulele
031944_0, synthesizer
032012_314880, piano
032027_234240, saxophone
032044_126720, piano
032052_253440, violin
032055_514560, mallet_percussion
032065_26880, saxophone
032101_11520, piano
032103_1854720, flute
032104_1221120, ukulele
032118_384000, banjo
032133_714240, cymbals
032134_188160, saxophone
032135_541440, organ
032159_84480, bass
032165_264960, piano
032168_122880, bass
032177_19200, bass
032181_215040, mallet_percussion
032202_257280, drums
032208_249600, drums
032210_253440, trumpet
032221_103680, mallet_percussion
032306_337920, piano
032315_46080, bass
032333_88320, drums
032355_61440, cymbals
032357_19200, cymbals
032359_134400, cymbals
032362_168960, cymbals
032370_3840, trumpet
032372_69120, piano
032377_1440000, piano
032393_99840, violin
032395_168960, ukulele
032396_744960, violin
032415_57600, piano
032420_241920, clarinet
032445_253440, accordion
032446_1155840, voice
032470_7680, violin
032501_226560, piano
032532_967680, banjo
032548_1167360, ukulele
032567_138240, banjo
032571_445440, banjo
032581_99840, organ
032590_92160, violin
032591_111360, violin
032593_3840, violin
032610_57600, drums
032654_26880, cello
032663_168960, organ
032676_583680, piano
032687_65280, cymbals
032698_61440, ukulele
032703_30720, accordion
032752_34560, banjo
032753_218880, cymbals
032757_134400, saxophone
032758_23040, organ
032788_157440, organ
032798_199680, cello
032874_176640, organ
032887_99840, organ
032896_103680, saxophone
032946_23040, piano
032990_107520, cymbals
033018_72960, piano
033020_15360, bass
033022_107520, banjo
033029_30720, violin
033046_215040, piano
033088_34560, flute
033105_0, organ
033125_11520, flute
033142_46080, banjo
033154_188160, mallet_percussion
033198_134400, organ
033235_88320, violin
033255_26880, cymbals
033264_222720, accordion
033328_92160, voice
033330_180480, voice
033386_103680, saxophone
033387_49920, guitar
033388_172800, ukulele
033408_30720, saxophone
033411_19200, accordion
033434_138240, ukulele
033448_2277120, flute
033451_245760, banjo
033470_46080, piano
033477_115200, bass
033487_111360, drums
033509_1075200, organ
033578_7680, mallet_percussion
033622_360960, cello
033634_161280, organ
033642_115200, mallet_percussion
033643_291840, bass
033651_80640, voice
033652_149760, saxophone
033662_215040, synthesizer
033708_161280, mallet_percussion
033773_76800, flute
033801_276480, voice
033850_103680, flute
033852_80640, banjo
033868_15360, trumpet
033884_53760, bass
033912_311040, ukulele
033913_487680, guitar
033924_26880, ukulele
033953_291840, synthesizer
033977_288000, guitar
033997_192000, ukulele
034000_207360, ukulele
034001_57600, mandolin
034002_153600, mandolin
034075_326400, mallet_percussion
034082_0, cymbals
034116_0, piano
034166_7680, piano
034174_61440, saxophone
034176_53760, saxophone
034308_814080, flute
034322_387840, voice
034343_142080, trombone
034374_364800, organ
034413_69120, drums
034443_119040, bass
034446_165120, cello
034449_487680, bass
034451_134400, bass
034456_119040, banjo
034467_153600, flute
034482_357120, cello
034486_153600, mallet_percussion
034507_230400, bass
034510_261120, flute
034511_3840, accordion
034546_318720, piano
034608_11520, flute
034613_107520, flute
034633_11520, guitar
034664_23040, violin
034732_172800, ukulele
034745_168960, cymbals
034768_153600, ukulele
034777_134400, ukulele
034858_92160, ukulele
034863_42240, accordion
034864_226560, banjo
034865_11520, ukulele
034872_107520, ukulele
034874_230400, ukulele
034876_126720, ukulele
034897_84480, voice
034900_80640, cello
034909_134400, drums
034913_72960, piano
034980_0, organ
034997_65280, cymbals
035000_487680, organ
035003_334080, piano
035020_476160, cello
035024_184320, cymbals
035030_49920, flute
035051_480000, organ
035084_7680, organ
035094_15360, flute
035122_157440, mallet_percussion
035128_61440, organ
035148_230400, cymbals
035151_88320, organ
035169_19200, violin
035171_96000, accordion
035200_234240, synthesizer
035204_38400, mallet_percussion
035216_80640, saxophone
035217_38400, saxophone
035223_0, piano
035224_46080, piano
035225_238080, mandolin
035270_107520, cello
035271_1102080, flute
035280_376320, synthesizer
035286_230400, voice
035362_203520, violin
035416_15360, bass
035459_161280, cello
035460_218880, saxophone
035482_115200, mandolin
035494_145920, cymbals
035516_92160, saxophone
035541_92160, saxophone
035553_115200, guitar
035587_96000, mallet_percussion
035590_49920, accordion
035591_96000, drums
035635_7680, synthesizer
035643_253440, bass
035700_46080, ukulele
035718_80640, bass
035721_107520, saxophone
035732_38400, bass
035743_3840, ukulele
035752_149760, voice
035769_99840, voice
035782_15360, trombone
035784_57600, organ
035829_318720, mallet_percussion
035848_111360, piano
035857_541440, banjo
035858_399360, organ
035895_168960, guitar
035896_57600, flute
035909_238080, ukulele
035926_11520, banjo
035928_57600, banjo
035929_145920, accordion
035947_34560, voice
035953_126720, violin
035955_142080, banjo
035961_15360, guitar
035982_307200, mallet_percussion
036002_65280, trombone
036014_92160, drums
036025_61440, piano
036036_1866240, mandolin
036040_2204160, banjo
036074_629760, synthesizer
036102_53760, drums
036108_299520, bass
036142_157440, voice
036166_307200, violin
036191_153600, cymbals
036192_241920, bass
036222_230400, flute
036233_46080, accordion
036235_288000, accordion
036249_284160, cymbals
036257_30720, flute
036258_384000, mallet_percussion
036263_276480, flute
036265_23040, synthesizer
036324_69120, bass
036408_145920, voice
036429_130560, drums
036531_165120, voice
036534_96000, voice
036538_7680, voice
036565_38400, cello
036566_15360, cello
036577_268800, flute
036578_103680, flute
036579_276480, flute
036605_326400, cymbals
036624_46080, piano
036630_0, piano
036642_195840, clarinet
036694_176640, voice
036695_88320, flute
036702_149760, voice
036726_23040, organ
036762_111360, organ
036765_19200, mallet_percussion
036769_7680, organ
036772_138240, piano
036774_238080, organ
036775_357120, accordion
036777_648960, flute
036779_80640, synthesizer
036846_226560, ukulele
036848_11520, flute
036910_38400, cymbals
036982_353280, voice
037017_245760, flute
037031_487680, cymbals
037040_3840, organ
037050_245760, ukulele
037053_234240, bass
037084_38400, cello
037089_368640, voice
037094_188160, flute
037099_257280, synthesizer
037107_188160, violin
037109_65280, organ
037140_180480, mandolin
037155_195840, flute
037278_149760, voice
037368_53760, accordion
037394_184320, mallet_percussion
037435_0, organ
037482_583680, banjo
037490_1747200, banjo
037494_53760, voice
037498_46080, flute
037529_195840, banjo
037536_103680, cello
037538_234240, banjo
037540_107520, saxophone
037568_107520, drums
037571_30720, synthesizer
037576_96000, trombone
037577_364800, synthesizer
037580_138240, voice
037581_291840, piano
037582_15360, flute
037583_65280, trombone
037606_119040, organ
037608_238080, accordion
037626_57600, synthesizer
037641_65280, violin
037642_30720, violin
037644_99840, flute
037646_0, accordion
037648_46080, flute
037695_15360, flute
037729_3840, bass
037735_130560, mandolin
037737_49920, accordion
037758_30720, flute
037765_111360, bass
037782_19200, flute
037784_69120, mallet_percussion
037788_115200, banjo
037789_1693440, banjo
037829_3840, organ
037831_57600, bass
037836_199680, mallet_percussion
037838_19200, organ
037912_138240, clarinet
037930_7680, flute
037980_602880, trombone
037985_199680, guitar
038137_7680, violin
038149_161280, cymbals
038161_7680, bass
038167_99840, violin
038174_207360, synthesizer
038182_76800, bass
038199_38400, clarinet
038203_107520, synthesizer
038210_57600, trombone
038211_203520, flute
038239_641280, flute
038240_433920, drums
038247_188160, mallet_percussion
038252_145920, drums
038319_414720, saxophone
038321_138240, saxophone
038331_80640, accordion
038365_130560, cymbals
038372_7680, flute
038377_119040, flute
038378_111360, mallet_percussion
038380_92160, violin
038388_115200, cymbals
038437_92160, violin
038440_69120, trumpet
038442_34560, violin
038444_234240, flute
038446_49920, flute
038479_46080, synthesizer
038503_23040, flute
038515_26880, guitar
038520_34560, saxophone
038539_138240, guitar
038542_80640, saxophone
038543_103680, guitar
038549_303360, accordion
038552_192000, bass
038578_172800, saxophone
038596_211200, drums
038609_46080, organ
038612_7680, organ
038627_84480, accordion
038630_88320, ukulele
038632_107520, ukulele
038633_80640, ukulele
038754_384000, bass
038782_142080, violin
038808_1132800, ukulele
038814_26880, banjo
038833_188160, violin
038838_57600, piano
038839_46080, violin
038844_76800, violin
038852_207360, bass
038865_134400, banjo
038866_76800, organ
038872_149760, cello
038926_38400, voice
038956_19200, piano
039001_57600, accordion
039016_72960, trombone
039018_522240, banjo
039037_96000, banjo
039058_203520, violin
039068_357120, ukulele
039084_34560, trumpet
039087_19200, piano
039090_119040, mallet_percussion
039094_19200, flute
039123_407040, cymbals
039124_330240, cymbals
039126_599040, flute
039134_0, ukulele
039156_222720, banjo
